RootType,OuterType,OuterName,X,Y,Z,DisplayName,SpawnChance,ChanceType,Health,Keyed,LootSource,AISpawner,Visible,HarvestableBy,NodeTag
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_70,-1416.5033,2375.5005,12512.234,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_71,1085.6475,1325.0143,12459.483,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797992403,-1088.6573,-1570.3752,12588.259,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797997405,-1306.7097,-3970.6257,13015.188,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798001407,-576.6842,-3970.6257,13015.188,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798006409,-2120.0862,-3970.6255,13015.188,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798011411,-2986.7766,-3970.6255,13015.188,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798015413,-1651.5151,-2462.7563,12482.665,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798578624,-1685.863,1606.0345,11326.004,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941466314,4294.809,-1479.9991,11891.967,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941470316,5205.304,-2560.2974,11135.498,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941474318,5157.237,-1707.2638,11135.498,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941479320,5248.6094,-1816.1736,11806.685,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941484322,6138.7603,-1579.4196,11806.685,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_04D9F5F93AD5D54802_99c5de060d023245_1841200510,-2574.3062,-2581.2122,12006.5,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_04D9F5F93AD5D54802_99c5de060d023245_1842647515,-2986.2397,-2581.2644,12006.5,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798019415,-4848.891,-5803.273,9265.676,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798023417,-5205.389,-5801.155,9265.676,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798028419,-5577.076,-5804.763,9265.676,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798033421,-5973.152,-5800.8794,9265.676,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798037423,-6329.9624,-5798.7593,9265.676,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a1_1bbf401e8bea8925_1,299.55334,2083.7505,12171.506,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a1_7d23cfdc95da46c1_1,-25035.559,20885.477,-6925.756,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a2_1bbf401e8bea8925_2,-873.39606,910.80133,12171.506,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a2_7d23cfdc95da46c1_2,-23376.758,20885.477,-6925.756,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a3_1bbf401e8bea8925_3,-1382.879,1419.5519,12171.506,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a3_7d23cfdc95da46c1_3,-23376.24,20165.477,-6925.756,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a_1bbf401e8bea8925_0,-210.41675,2592.0142,12171.506,,,,,,,,,,
SceneComponent,BP_Window_Large_01a_Hub_C,UNP_BP_Window_Large_01a_7d23cfdc95da46c1_0,-25034.352,20165.477,-6925.756,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1796954005,-2979.7969,-3982.6453,12002.698,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1796959007,-2570.1287,-3983.2544,12003.712,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1796963009,-1855.3937,-3984.0981,12003.712,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1796968011,-1452.8486,-3984.5847,12003.712,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797005025,-3626.2698,-4456.737,12003.708,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797107068,-7067.4263,-3875.7712,10517.051,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797112070,-7067.3403,-3474.4521,10517.051,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797117072,-7067.5103,-3107.8452,10517.051,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797121074,-7070.3047,-2752.7473,10517.051,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797125076,-7069.505,-4225.6035,10517.051,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797129078,-6958.7188,-3737.0242,9989.412,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797133080,-6955.508,-3196.617,9989.412,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797137082,-6954.3804,-3006.897,9167.636,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797141084,-6983.5547,-4103.571,8250.336,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797146086,-6982.7246,-3007.5996,8250.336,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797150088,-6959.7983,-3918.773,9167.636,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797154090,-6633.948,-5505.697,7911.343,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797159092,-6633.948,-5505.697,7003.644,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797163094,-6771.3945,-4535.771,8246.85,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797167096,-6771.3945,-4535.771,9169.944,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797171098,-6022.8003,-5701.8555,7911.343,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797176100,-5118.291,-5702.886,7911.343,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797181102,-5841.451,-5702.933,8743.678,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797185104,-5299.889,-5702.671,8743.678,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797292139,-6421.9785,2200.248,8415.818,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797297141,-6421.9785,2200.248,7915.2886,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797301143,-4864.1943,2585.9363,8542.672,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797306145,-4970.4976,2639.2832,9002.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797310147,-4341.9814,2898.4666,9002.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797314149,-3991.393,3040.1787,9002.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797318151,-3667.451,3173.7637,9002.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797381180,-4264.5728,2883.8752,8518.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797386182,-3822.6714,3066.1035,8518.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797390184,-4264.5728,2883.8752,8104.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797394186,-3691.3953,3120.2383,8104.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797399188,-4384.755,2834.3152,7735.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797403190,-3860.575,3050.4731,7735.57,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797407192,-4864.1943,2585.9363,7873.672,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798048427,355.83298,-3655.0776,12293.713,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798053429,289.5189,-3727.4563,11243.713,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798057431,351.6301,-3653.5283,13188.713,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941278241,6423.831,-2974.5337,8273.967,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941284243,6415.293,-3325.2085,8273.967,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941290245,6407.8896,-3736.3635,8273.967,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941295247,6404.374,-4091.4548,8273.967,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941301249,6418.0,-2606.84,8273.967,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941307251,6330.2812,-3070.387,7746.3276,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941312253,6330.7925,-3610.7366,7746.3276,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941316255,6455.3193,-5161.1616,7820.1045,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941320257,6214.8906,-5390.1377,7820.1045,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941324259,5956.5586,-5638.0654,7820.1045,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941329261,6672.3906,-4935.944,7820.1045,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941333263,6330.1543,-5151.6147,7319.2803,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941337265,5981.8164,-5501.1167,7319.2803,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941341267,6109.832,-6072.4126,9266.714,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941344269,6395.341,-6354.444,9266.714,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941350271,6656.329,-6611.9043,9266.714,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941354273,6910.972,-6859.4106,9266.714,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941358275,5862.3604,-5825.138,9266.714,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941362277,6137.8345,-6211.336,8739.074,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941366279,6520.1196,-6593.316,8739.074,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941370281,5991.2383,-6093.6787,6983.066,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941374283,6770.5215,-6864.308,6983.066,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941379285,5995.358,-6069.5938,7917.2983,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941417296,6648.9067,-6722.6206,7917.2983,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941421298,6938.829,-7313.288,7917.2983,,,,,,,,,,
SceneComponent,BP_Window_Large_02a_Hub_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941426300,6938.829,-7313.288,6975.6147,,,,,,,,,,
SceneComponent,BP_Window_XL_01a_Hub_C,BP_Window_XL_01a_C_UAID_04D9F5F93AD5D54802_99c5de060d023245_1766714328,-3267.8499,-455.79886,11985.0,,,,,,,,,,
SceneComponent,BP_Window_XL_01a_Hub_C,BP_Window_XL_01a_C_UAID_04D9F5F93AD5D54802_99c5de060d023245_1803966330,-3267.8499,-1263.3804,11985.0,,,,,,,,,,
SceneComponent,BP_Window_XL_01a_Hub_C,BP_Window_XL_01a_C_UAID_04D9F5F93AD5D54802_99c5de060d023245_1809548332,-3267.8499,-2079.4531,11985.0,,,,,,,,,,
SceneComponent,BP_Window_XL_01a_Hub_C,BP_Window_XL_01a_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1798078438,-3268.1934,368.71045,11985.0,,,,,,,,,,
SceneComponent,C_Chest_01a_C,C_Chest_01a_C_UAID_D843AE1A93E5CB3202_c55cd7d2ca76988f_1200687311,3074.041,3658.4812,10840.802,,,,,,,,,,
SceneComponent,C_LI_Bookshelf_Single_01a_Spawner_C,Actor_42c0e3494aed166e_0,-3319.7883,617.46643,11923.929,Wardrobe,,,,,Civilian_Small,,,,
SceneComponent,C_LI_Bookshelf_Single_01a_Spawner_C,Actor_cd38f38f219b46e8_0,-3884.7168,-2216.4128,11923.929,Wardrobe,,,,,Civilian_Small,,,,
SceneComponent,CameraActor,CameraActor_UAID_D843AE641AE3BA4402_99c5de060d023245_1796360796,-2516.5513,2700.089,11179.195,,,,,,,,,,
SceneComponent,Chimney_01a_C,Chimney_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940578992,3382.234,-1694.6486,13188.911,,,,,,,,,,
SceneComponent,Chimney_01a_C,Chimney_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940867094,3202.0544,-1386.3934,13188.911,,,,,,,,,,
SceneComponent,Chimney_03a_C,Chimney_03a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940587995,5590.0557,-2667.675,11826.856,,,,,,,,,,
SceneComponent,Chimney_03a_C,Chimney_03a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940760057,1964.1725,1013.90283,15360.022,,,,,,,,,,
SceneComponent,Chimney_03a_C,Chimney_03a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940764058,3123.3,-277.92355,16215.989,,,,,,,,,,
SceneComponent,Chimney_03a_C,Chimney_03a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941432303,6352.8267,-2450.0593,8699.666,,,,,,,,,,
SceneComponent,Chimney_03a_C,Chimney_03a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941436304,6340.3203,-4215.832,8699.666,,,,,,,,,,
SceneComponent,Chimney_04a_C,Chimney_04a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940583994,5553.7188,-1220.0847,11938.8955,,,,,,,,,,
SceneComponent,Deco_HangingCloth_01_C,UNP_Deco_HangingCloth_01_46d84569bf1d2af0_0,-3076.3538,-7960.379,10614.206,,,,,,,,,,
SceneComponent,Deco_HangingCloth_01_C,UNP_Deco_HangingCloth_01_a38e2377a55e8c01_0,7916.047,5192.0986,8637.908,,,,,,,,,,
SceneComponent,Guard_01a_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_eda3b9e0eb68f723_1734862265,1469.0184,4149.052,10840.522,,,,,,,,,,
SceneComponent,Guard_01b_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_8294ff6bc6ad18f3_1734867266,-2549.9568,-2625.9988,11034.923,,,,,,,,,,
SceneComponent,Guard_01c_C,Guard_01c_C_UAID_04D9F5F93AD5D08402_c11e2be935ce527e_1085335821,6457.503,2869.0574,11127.6045,,,,,,,,,,
SceneComponent,Guard_01c_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_0387d41caf2a6fb8_1734867266,-2836.042,47.84508,11033.915,,,,,,,,,,
SceneComponent,Guard_01c_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_5695f918251288c6_1734867266,-1180.0596,1430.1389,11034.723,,,,,,,,,,
SceneComponent,Guard_01c_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_721733d06d8d1684_1734867266,2506.5718,6416.6885,10837.976,,,,,,,,,,
SceneComponent,Guard_01c_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_a029afbef3dc432d_1734867266,-2790.4634,-2743.802,11029.909,,,,,,,,,,
SceneComponent,Guard_01c_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_dade0943a2e5a7c2_1734867266,-2271.7007,-6268.2524,11028.124,,,,,,,,,,
SceneComponent,Guard_01d_C,Guard_01d_C_UAID_04D9F5F93AD5D08402_c11e2be935ce527e_1099469823,5423.687,3048.0874,11127.6045,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_183ad2cfde8e18a5_1734867266,104.564316,738.7393,11760.767,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_4ee8340afdd78ab5_1734867266,-945.8646,-1135.8992,11760.767,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_703242e640124a26_1734867266,2429.3196,6581.6353,10832.041,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_7d137f0557abe242_1734867266,-3168.1768,240.58119,11104.453,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_b99cb96d412e3c82_1734867266,734.9086,1324.949,11760.767,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_c355f9d0a21807b9_1734867266,-115.1282,2583.0923,11032.265,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_ddcd97dd2f5c2eff_1734867266,-2998.831,983.06226,12353.954,,,,,,,,,,
SceneComponent,Guard_01d_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_eba4504001228222_1734867266,-2317.2422,3518.5564,12353.954,,,,,,,,,,
SceneComponent,Guard_01e_C,Guard_01e_C_UAID_04D9F5F93AD5D08402_c11e2be935ce527e_1091781822,6058.797,2397.0852,11242.939,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_15bceacea609ca65_1734867266,-2853.2437,1159.4811,12353.097,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_1e10434c96311943_1734867266,1851.1616,3754.7747,10842.457,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_2a41313ffc24dfa7_1734867266,3433.8198,7202.6636,11615.404,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_2bb2cd56aa410a4d_1734867266,2949.8567,6359.9487,10838.478,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_37697417efe5b6a3_1734867266,-271.7241,-445.0106,11759.908,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_3c266d5caca38606_1734867266,5088.3984,-532.3265,11384.585,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_3f89860136fd6612_1734867266,3135.8706,4811.7046,10844.335,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_87f175f26ea803c7_1734867266,332.74088,2193.174,11030.1,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_9440f03b54ddd81c_1734867266,4404.2017,6849.132,11617.788,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_c7d506f7c901f42a_1734867266,-1557.0846,3067.1616,12353.097,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_e0ad59cf24ffe17a_1734867266,4555.642,-534.85236,11384.585,,,,,,,,,,
SceneComponent,Guard_01e_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_fcbcbfdde3ed12bd_1734867266,-1896.1421,-5158.3613,11027.106,,,,,,,,,,
SceneComponent,Guard_01f_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_1563bae360f19522_1734867266,-2799.1196,375.216,11033.494,,,,,,,,,,
SceneComponent,Guard_01f_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_1c341c1115d9f06e_1734867266,-2316.5872,-4348.0376,11028.124,,,,,,,,,,
SceneComponent,Guard_01f_C,StaticMeshActor_UAID_04D9F5F93AD5083C02_a42103a0159b77ee_1734867266,-2328.66,-2718.4814,11034.923,,,,,,,,,,
SceneComponent,InstancedFoliageActor,InstancedFoliageActor_25600_-1_0_-1,-12800.0,12800.0,-12800.0,,,,,,,,,,
